"238","1","4585","24","1700.00","Efectivo","7/4/2014","."
"239","1","1141","3","491.00","Efectivo","7/4/2014","/"
"240","1","436","3","40.00","Efectivo","7/4/2014","/"
"241","1","371","5","4537.95","Efectivo","7/5/2014","Cheque que cambio Gilder en Banco"
"242","1","391","3","2050.00","Efectivo","7/7/2014","Abono en efectivo, un total de 5,000.00 el resto se abono a la dell optiplex"
"243","1","664","6","15375.00","Deposito","7/3/2014","Transferencia en efectivo al BI "
"245","1","3079","27","100.00","Efectivo","7/8/2014","1"
"246","1","655","6","33853.00","Deposito","7/7/2014","Abono banrural no. 1372102 cheque otros bancos"
"247","1","83","24","1625.00","Efectivo","7/11/2014","."
"248","1","872","25","228.00","Efectivo","7/11/2014","pago de cable sata usb"
"249","1","2497","25","2130.00","Efectivo","7/12/2014","pago de impresora l355 epson"
"250","1","290","27","1320.00","Cheque","7/14/2014","No cheue 14940"
"251","1","290","27","1000.00","Cheque","7/14/2014","No cheue 14940"
"252","1","3079","24","1100.00","Efectivo","7/15/2014","Primer abono"
"253","1","5","3","285.00","Efectivo","7/15/2014","/"
"254","1","360","24","1050.00","Cheque","7/15/2014","abono  Cheque no 97300056 Edilio Paz"
"255","1","1741","2","60693.57","Deposito","7/16/2014","Abono con cheque Bi, depositado a Bi click, el cheque incluye la parte de soporte "
"256","1","228","3","3681.00","Efectivo","7/17/2014","/"
"257","1","2643","6","12150.00","Deposito","7/17/2014","Deposito con cheque de otros bancos en Banrural boleta no. 11197581"
"258","1","2643","6","4350.00","Deposito","7/18/2014","Deposito Banrural en efectivo hace varios dias"
"259","1","3347","3","5347.00","Deposito","7/18/2014","/"
"260","1","4212","24","125.00","Efectivo","7/19/2014","."
"261","1","2557","25","3795.00","Cheque","7/21/2014","cancelaciÃ³n de laptop toshiba, con cheque No. 4030"
"262","1","2375","3","36195.00","Deposito","7/21/2014","abono a cuenta de salva coosajo "
"263","1","4979","25","494.00","Efectivo","7/22/2014","cancelaciÃ³n de memorias "
"264","1","410","6","2900.00","Cheque","7/23/2014","Deposito en efectivo en Banrural"
